ORDER_ID,SKU,PRODUCT_NAME,CATEGORY,CUSTOMER_EMAIL,PRICE,QUANTITY,ORDER_DATE,CHANNEL,YEAR,WEEK
SH015572,FASH-9527,Sneakers,FASH,awalker@example.com,151.03,3,2024-08-23,shopify,2024,34
SH015573,HOME-3577,Pillow,HOME,bmiddleton@example.org,288.77,1,2024-11-09,shopify,2024,45
SH015574,SPRT-7190,Running Shoes,SPRT,jacksonjessica@example.org,67.48,1,2024-05-20,shopify,2024,20
SH015575,HOME-5270,Lamp,HOME,ysmith@example.net,90.52,3,2024-04-20,shopify,2024,17
SH015576,ELEC-1748,Laptop,ELEC,dwaynejackson@example.org,117.99,2,2024-08-07,shopify,2024,31
SH015577,TOYS-6664,Board Game,TOYS,guerrerosheena@example.net,186.55,3,2024-03-10,shopify,2024,10
SH015578,ELEC-7319,Smartphone,ELEC,marcsanchez@example.org,294.08,2,2024-01-12,shopify,2024,2
SH015579,FOOD-5753,Snacks,FOOD,millerjennifer@example.com,261.36,3,2024-09-03,shopify,2024,35
SH015580,BEAU-3612,Moisturizer,BEAU,phillip86@example.net,149.79,1,2024-03-09,shopify,2024,10
SH015581,FOOD-8882,Protein Bar,FOOD,umcdonald@example.org,152.17,1,2024-05-04,shopify,2024,18
SH015582,FOOD-8487,Tea,FOOD,devin79@example.net,172.16,2,2024-02-02,shopify,2024,5
SH015583,ELEC-3551,Laptop,ELEC,hrodgers@example.com,103.07,2,2024-02-03,shopify,2024,5
SH015584,FASH-3878,T-Shirt,FASH,tvargas@example.net,162.28,1,2024-08-24,shopify,2024,35
SH015585,TOYS-1381,Action Figure,TOYS,cindy34@example.com,146.71,2,2024-04-18,shopify,2024,15
SH015586,BEAU-9570,Moisturizer,BEAU,frodriguez@example.com,259.17,1,2024-11-10,shopify,2024,45
SH015587,FASH-6457,T-Shirt,FASH,mackdevon@example.com,259.51,3,2024-12-11,shopify,2024,49
SH015588,HOME-2803,Table,HOME,michellesnyder@example.org,93.17,3,2024-10-03,shopify,2024,40
SH015589,AUTO-6620,Phone Mount,AUTO,bsmith@example.org,221.17,3,2024-10-26,shopify,2024,43
SH015590,HOME-4738,Lamp,HOME,carrollmegan@example.org,276.19,3,2024-01-30,shopify,2024,4
SH015591,FOOD-1647,Protein Bar,FOOD,jeanettehess@example.org,74.45,2,2024-06-30,shopify,2024,26
SH015592,FASH-6485,Dress,FASH,jennifer57@example.org,93.39,2,2024-06-21,shopify,2024,25
SH015593,FASH-1368,T-Shirt,FASH,hernandezrobert@example.org,125.29,2,2024-12-04,shopify,2024,49
SH015594,AUTO-8649,Phone Mount,AUTO,chapmanhannah@example.net,116.06,1,2024-06-01,shopify,2024,23
SH015595,HOME-1741,Lamp,HOME,wesley24@example.org,113.95,3,2024-06-08,shopify,2024,24
SH015596,AUTO-9866,Cleaner,AUTO,teresa74@example.net,279.31,1,2024-10-23,shopify,2024,42
SH015597,HOME-1829,Table,HOME,jtorres@example.com,209.17,3,2024-06-21,shopify,2024,25
SH015598,HOME-8421,Chair,HOME,lbarron@example.org,291.94,2,2024-10-03,shopify,2024,40
SH015599,FASH-4989,Dress,FASH,matthew79@example.org,217.01,3,2024-08-15,shopify,2024,33
SH015600,BEAU-3558,Face Mask,BEAU,kaitlyn03@example.org,43.36,3,2024-11-28,shopify,2024,48
SH015601,HOME-3010,Lamp,HOME,blopez@example.com,62.54,2,2024-07-22,shopify,2024,29
SH015602,FOOD-6057,Tea,FOOD,traci27@example.com,79.98,3,2024-04-29,shopify,2024,17
SH015603,TOYS-6785,Action Figure,TOYS,rileycarrie@example.org,200.92,1,2024-02-26,shopify,2024,9
SH015604,HOME-6938,Curtains,HOME,daniel68@example.com,114.39,1,2024-04-11,shopify,2024,15
SH015605,TOYS-7836,Board Game,TOYS,hansencindy@example.com,266.80,2,2024-03-15,shopify,2024,11
SH015606,HOME-8423,Lamp,HOME,annmason@example.com,30.29,2,2024-05-03,shopify,2024,18
SH015607,TOYS-5695,Board Game,TOYS,steve53@example.com,168.38,3,2024-01-02,shopify,2024,53
SH015608,BEAU-6679,Face Mask,BEAU,lisawu@example.com,284.53,1,2024-09-29,shopify,2024,40
SH015609,AUTO-2978,Car Charger,AUTO,jaredwilliams@example.org,36.68,1,2024-04-20,shopify,2024,16
SH015610,FASH-6137,Dress,FASH,nicholasmelton@example.org,298.90,1,2024-05-17,shopify,2024,20
SH015611,BEAU-8509,Shampoo,BEAU,william37@example.org,21.53,2,2024-12-25,shopify,2024,52
SH015612,TOYS-6347,Action Figure,TOYS,zwheeler@example.org,116.11,1,2024-05-14,shopify,2024,19
SH015613,AUTO-6530,Cleaner,AUTO,christopher44@example.net,288.49,2,2024-09-05,shopify,2024,36
SH015614,AUTO-1624,Cleaner,AUTO,lisasantiago@example.org,296.19,1,2024-12-25,shopify,2024,51
SH015615,ELEC-4688,Tablet,ELEC,langcynthia@example.com,271.64,2,2024-08-28,shopify,2024,35
SH015616,BEAU-4370,Face Mask,BEAU,robinsonrobert@example.net,19.33,2,2024-02-21,shopify,2024,8
SH015617,SPRT-8356,Tennis Racket,SPRT,tammycombs@example.net,149.86,3,2024-10-21,shopify,2024,42
SH015618,SPRT-4189,Dumbbell,SPRT,larrytucker@example.net,124.74,1,2024-04-10,shopify,2024,14
SH015619,SPRT-5979,Tennis Racket,SPRT,robertarmstrong@example.org,124.26,2,2024-04-24,shopify,2024,16
SH015620,AUTO-2973,Cleaner,AUTO,turnerwilliam@example.com,184.14,1,2024-03-21,shopify,2024,11
SH015621,ELEC-1672,Laptop,ELEC,gregory99@example.net,206.17,3,2024-01-26,shopify,2024,4
SH015622,ELEC-9615,Smartphone,ELEC,rgomez@example.com,141.20,1,2024-06-23,shopify,2024,26
SH015623,FASH-5655,Dress,FASH,caldwellmichael@example.org,199.43,2,2024-01-12,shopify,2024,2
SH015624,BEAU-9637,Shampoo,BEAU,andrewtrujillo@example.net,27.83,1,2024-02-10,shopify,2024,7
SH015625,HOME-8681,Curtains,HOME,dustinnguyen@example.net,256.40,2,2024-10-27,shopify,2024,43
SH015626,SPRT-8139,Running Shoes,SPRT,morenojustin@example.net,116.16,2,2024-04-08,shopify,2024,14
SH015627,AUTO-4058,Cleaner,AUTO,greensteven@example.org,201.39,1,2024-02-28,shopify,2024,9
SH015628,BEAU-5418,Moisturizer,BEAU,wilcoxsarah@example.org,158.53,3,2024-01-09,shopify,2024,1
SH015629,TOYS-3319,Action Figure,TOYS,gina49@example.net,70.10,2,2024-11-23,shopify,2024,47
SH015630,FOOD-9322,Tea,FOOD,pearsonkevin@example.org,82.37,3,2024-01-01,shopify,2024,53
SH015631,FOOD-4283,Coffee Beans,FOOD,gwalker@example.com,91.57,2,2024-01-12,shopify,2024,2
SH015632,FOOD-5852,Tea,FOOD,rachel24@example.net,195.25,2,2024-05-27,shopify,2024,21
SH015633,FASH-9521,Jeans,FASH,smithmichelle@example.org,196.81,3,2024-01-04,shopify,2024,1
SH015634,SPRT-2643,Running Shoes,SPRT,millerruth@example.com,251.46,2,2024-03-13,shopify,2024,11
SH015635,BEAU-3734,Perfume,BEAU,zmorrison@example.com,227.47,1,2024-04-04,shopify,2024,14
SH015636,SPRT-4241,Running Shoes,SPRT,joseph59@example.com,236.46,2,2024-04-30,shopify,2024,17
SH015637,TOYS-3989,RC Car,TOYS,taylorbethany@example.org,214.97,3,2024-10-27,shopify,2024,43
SH015638,HOME-1480,Lamp,HOME,pughkendra@example.com,269.74,3,2024-02-07,shopify,2024,6
SH015639,ELEC-8354,Smartphone,ELEC,sarah62@example.org,44.92,1,2024-02-26,shopify,2024,8
SH015640,TOYS-9966,RC Car,TOYS,carmen57@example.org,155.95,3,2024-02-26,shopify,2024,8
SH015641,HOME-1819,Lamp,HOME,cdavis@example.com,71.89,1,2024-07-21,shopify,2024,29
SH015642,ELEC-4562,Laptop,ELEC,justinwood@example.net,218.39,2,2024-02-08,shopify,2024,6
SH015643,SPRT-2071,Running Shoes,SPRT,heather24@example.net,211.36,2,2024-11-20,shopify,2024,46
SH015644,SPRT-4920,Dumbbell,SPRT,dylanespinoza@example.net,34.85,2,2024-08-17,shopify,2024,34
SH015645,BEAU-8962,Face Mask,BEAU,amyandrews@example.net,125.53,2,2024-08-04,shopify,2024,32
SH015646,BEAU-5544,Face Mask,BEAU,victoriasummers@example.com,85.13,1,2024-04-20,shopify,2024,16
SH015647,BEAU-9367,Shampoo,BEAU,rmoran@example.net,91.88,3,2024-07-20,shopify,2024,29
SH015648,BEAU-5649,Shampoo,BEAU,josephcarr@example.org,184.92,2,2024-08-29,shopify,2024,34
SH015649,FASH-1408,Dress,FASH,vangsteven@example.com,290.34,3,2024-11-03,shopify,2024,44
SH015650,SPRT-3826,Yoga Mat,SPRT,jennymartinez@example.com,152.56,1,2024-11-13,shopify,2024,45
SH015651,AUTO-4936,Phone Mount,AUTO,lgilbert@example.net,166.84,1,2024-01-31,shopify,2024,4
SH015652,FASH-6676,Sneakers,FASH,kshort@example.net,280.12,3,2024-11-14,shopify,2024,46
SH015653,BEAU-5353,Moisturizer,BEAU,sgonzalez@example.com,206.16,2,2024-02-03,shopify,2024,5
SH015654,FOOD-8121,Tea,FOOD,lynn97@example.com,72.82,3,2024-09-28,shopify,2024,39
SH015655,AUTO-8041,Cleaner,AUTO,wsnow@example.net,64.71,3,2024-05-15,shopify,2024,19
SH015656,AUTO-1476,Air Freshener,AUTO,lutzjoshua@example.org,203.93,3,2024-09-12,shopify,2024,37
SH015657,ELEC-8540,Headphones,ELEC,vasquezmegan@example.org,180.61,3,2024-10-12,shopify,2024,42
SH015658,AUTO-5808,Car Charger,AUTO,sandrabeck@example.net,145.65,2,2024-08-26,shopify,2024,34
SH015659,FASH-8818,Sneakers,FASH,ltran@example.com,283.50,1,2024-07-14,shopify,2024,29
SH015660,TOYS-2428,Puzzle,TOYS,wflores@example.com,108.43,3,2024-02-01,shopify,2024,5
SH015661,TOYS-3183,Board Game,TOYS,amandaweiss@example.com,212.98,2,2024-09-26,shopify,2024,38
SH015662,BEAU-6466,Moisturizer,BEAU,walkersean@example.com,215.26,1,2024-12-19,shopify,2024,51
SH015663,BEAU-2891,Perfume,BEAU,tina25@example.org,212.89,1,2024-09-04,shopify,2024,35
SH015664,FASH-6602,Sneakers,FASH,reynoldsdavid@example.com,257.36,3,2024-05-30,shopify,2024,22
SH015665,ELEC-6274,Laptop,ELEC,john19@example.org,88.32,2,2024-06-07,shopify,2024,23
SH015666,BEAU-7391,Face Mask,BEAU,brendamiller@example.net,119.23,2,2024-09-01,shopify,2024,35
SH015667,SPRT-1456,Yoga Mat,SPRT,xcastillo@example.net,116.41,2,2024-09-10,shopify,2024,36
SH015668,AUTO-1634,Phone Mount,AUTO,adrian51@example.net,52.69,2,2024-12-23,shopify,2024,52
SH015669,SPRT-2092,Tennis Racket,SPRT,kathrynmiles@example.net,195.89,1,2024-07-31,shopify,2024,30
SH015670,TOYS-5094,RC Car,TOYS,stephanie74@example.com,225.07,1,2024-05-03,shopify,2024,18
SH015671,FOOD-4247,Tea,FOOD,laurenfrancis@example.org,81.16,2,2024-03-26,shopify,2024,12
SH015672,SPRT-4445,Running Shoes,SPRT,freemanjulie@example.net,24.17,3,2024-10-07,shopify,2024,40
SH015673,ELEC-1322,Smartphone,ELEC,brettboyer@example.org,237.39,1,2024-12-13,shopify,2024,50
SH015674,SPRT-5704,Tennis Racket,SPRT,jacob02@example.com,249.97,2,2024-04-05,shopify,2024,14
SH015675,AUTO-4310,Car Charger,AUTO,millerethan@example.net,261.99,3,2024-12-22,shopify,2024,51
SH015676,FASH-7999,Sneakers,FASH,urobinson@example.com,90.31,1,2024-06-22,shopify,2024,25
SH015677,BEAU-1344,Moisturizer,BEAU,oliviawalsh@example.net,277.08,1,2024-01-07,shopify,2024,1
SH015678,SPRT-5796,Tennis Racket,SPRT,justin34@example.net,294.13,2,2024-05-26,shopify,2024,21
SH015679,FASH-9822,T-Shirt,FASH,francisco42@example.net,133.09,3,2024-06-01,shopify,2024,22
SH015680,SPRT-2069,Tennis Racket,SPRT,campbellsteven@example.org,145.79,2,2024-07-24,shopify,2024,30
SH015681,SPRT-1648,Tennis Racket,SPRT,xwashington@example.net,21.20,1,2024-11-07,shopify,2024,45
SH015682,AUTO-5729,Car Charger,AUTO,tim89@example.net,186.82,1,2024-05-05,shopify,2024,18
SH015683,HOME-8147,Curtains,HOME,richardcrosby@example.org,74.56,3,2024-07-18,shopify,2024,29
SH015684,FOOD-6041,Protein Bar,FOOD,brenda37@example.com,133.54,2,2024-09-11,shopify,2024,37
SH015685,TOYS-1145,Board Game,TOYS,andrea97@example.com,107.80,1,2024-10-06,shopify,2024,40
SH015686,HOME-2986,Chair,HOME,kevin75@example.org,213.46,2,2024-04-16,shopify,2024,16
SH015687,BEAU-9431,Shampoo,BEAU,chadperez@example.com,195.56,3,2024-09-12,shopify,2024,36
SH015688,SPRT-9784,Dumbbell,SPRT,raynatalie@example.com,114.38,3,2024-08-30,shopify,2024,35
SH015689,BEAU-5208,Perfume,BEAU,danariley@example.com,145.31,1,2024-06-12,shopify,2024,23
SH015690,BEAU-3280,Perfume,BEAU,owentracy@example.org,286.53,2,2024-11-26,shopify,2024,47
SH015691,FASH-1954,Sneakers,FASH,singhstephanie@example.org,197.85,2,2024-10-30,shopify,2024,43
SH015692,HOME-6314,Curtains,HOME,amyhall@example.net,32.65,3,2024-01-17,shopify,2024,3
SH015693,BEAU-3138,Face Mask,BEAU,mckeerenee@example.net,237.16,2,2024-03-19,shopify,2024,12
SH015694,AUTO-5192,Cleaner,AUTO,mariamoore@example.net,219.56,2,2024-02-18,shopify,2024,7
SH015695,FASH-7760,Sneakers,FASH,jjohnson@example.org,225.23,2,2024-03-16,shopify,2024,11
SH015696,BEAU-6380,Shampoo,BEAU,gmcdaniel@example.com,115.54,1,2024-08-23,shopify,2024,34
SH015697,SPRT-5008,Yoga Mat,SPRT,donovandarius@example.net,264.33,1,2024-03-27,shopify,2024,13
SH015698,SPRT-2260,Yoga Mat,SPRT,michellepierce@example.net,88.24,2,2024-12-16,shopify,2024,50
SH015699,SPRT-5088,Running Shoes,SPRT,alexandraprice@example.net,68.84,3,2024-03-20,shopify,2024,11
SH015700,ELEC-8385,Monitor,ELEC,hernandezsteven@example.net,200.60,1,2024-09-10,shopify,2024,36
SH015701,SPRT-3723,Tennis Racket,SPRT,kennedyjustin@example.net,261.99,3,2024-03-17,shopify,2024,12
SH015702,FOOD-3849,Snacks,FOOD,ebrown@example.net,24.99,2,2024-10-04,shopify,2024,40
SH015703,HOME-2052,Chair,HOME,vgibbs@example.net,235.05,3,2024-04-20,shopify,2024,17
SH015704,TOYS-9800,Board Game,TOYS,dean40@example.com,195.11,1,2024-03-16,shopify,2024,11
SH015705,HOME-8126,Table,HOME,kimlindsay@example.org,238.35,2,2024-12-04,shopify,2024,49
SH015706,HOME-4097,Lamp,HOME,davidchang@example.net,217.06,2,2024-02-28,shopify,2024,9
SH015707,SPRT-1240,Yoga Mat,SPRT,james13@example.net,178.16,2,2024-08-03,shopify,2024,31
SH015708,FOOD-5775,Coffee Beans,FOOD,nicole86@example.net,228.22,1,2024-02-05,shopify,2024,5
SH015709,FOOD-6643,Tea,FOOD,zhamilton@example.com,171.76,1,2024-12-02,shopify,2024,48
SH015710,BEAU-1454,Face Mask,BEAU,mgreene@example.org,83.29,2,2024-08-17,shopify,2024,34
SH015711,FASH-7546,Dress,FASH,rodriguezgeorge@example.org,172.09,2,2024-06-18,shopify,2024,25
SH015712,TOYS-7121,Action Figure,TOYS,schaefercandace@example.com,63.59,2,2024-11-27,shopify,2024,47
SH015713,BEAU-8416,Shampoo,BEAU,kgarcia@example.com,256.88,1,2024-02-11,shopify,2024,6
SH015714,TOYS-5271,Board Game,TOYS,andreajones@example.org,22.88,3,2024-05-13,shopify,2024,19
SH015715,ELEC-7208,Headphones,ELEC,allenkaitlyn@example.org,44.05,1,2024-09-14,shopify,2024,37
SH015716,AUTO-6933,Air Freshener,AUTO,stephanie52@example.org,170.58,3,2024-02-04,shopify,2024,5
SH015717,BEAU-9369,Perfume,BEAU,kalexander@example.net,270.75,2,2024-03-11,shopify,2024,10
SH015718,FOOD-8170,Snacks,FOOD,vharrington@example.org,159.85,2,2024-05-17,shopify,2024,20
SH015719,AUTO-4903,Phone Mount,AUTO,lukephelps@example.net,84.44,1,2024-09-02,shopify,2024,35
SH015720,FOOD-8844,Coffee Beans,FOOD,christinaallen@example.com,110.34,3,2024-11-27,shopify,2024,48
SH015721,BEAU-4737,Face Mask,BEAU,holtluis@example.org,297.23,2,2024-01-31,shopify,2024,4
SH015722,TOYS-3384,Action Figure,TOYS,timothycastro@example.net,285.58,1,2024-05-29,shopify,2024,21
SH015723,TOYS-1853,Puzzle,TOYS,sierramelendez@example.com,127.40,3,2024-03-30,shopify,2024,13
SH015724,BEAU-7987,Shampoo,BEAU,wwallace@example.net,289.77,1,2024-05-06,shopify,2024,18
SH015725,FOOD-9884,Tea,FOOD,olsonjohn@example.com,149.97,2,2024-05-05,shopify,2024,18
SH015726,HOME-7494,Table,HOME,hunter83@example.org,132.48,1,2024-02-06,shopify,2024,6
SH015727,HOME-6889,Table,HOME,alvinwilson@example.net,228.79,2,2024-01-11,shopify,2024,2
SH015728,TOYS-7732,Action Figure,TOYS,nhess@example.com,185.67,3,2024-09-22,shopify,2024,38
SH015729,ELEC-2350,Smartphone,ELEC,joneselizabeth@example.org,294.55,1,2024-02-08,shopify,2024,6
SH015730,SPRT-4201,Tennis Racket,SPRT,kevinhudson@example.net,63.91,2,2024-11-17,shopify,2024,46
SH015731,BEAU-7424,Face Mask,BEAU,bnguyen@example.net,45.78,1,2024-03-10,shopify,2024,11
SH015732,HOME-1322,Pillow,HOME,dmora@example.net,85.52,2,2024-12-03,shopify,2024,48
SH015733,FASH-7750,Jeans,FASH,amanda17@example.com,23.11,1,2024-07-08,shopify,2024,28
SH015734,HOME-6583,Curtains,HOME,prichards@example.org,118.03,3,2024-10-02,shopify,2024,40
SH015735,HOME-5506,Curtains,HOME,kevinlawrence@example.net,97.31,1,2024-07-22,shopify,2024,29
SH015736,ELEC-2967,Tablet,ELEC,ortegacharles@example.com,254.00,2,2024-10-27,shopify,2024,43
SH015737,SPRT-2391,Running Shoes,SPRT,irwinkathleen@example.net,272.23,2,2024-11-22,shopify,2024,47
SH015738,FOOD-2383,Protein Bar,FOOD,shawn46@example.net,15.25,2,2024-04-28,shopify,2024,17
SH015739,ELEC-4967,Laptop,ELEC,nicholas08@example.com,269.25,3,2024-07-25,shopify,2024,29
SH015740,FASH-6915,Dress,FASH,katiejohnson@example.org,288.39,1,2024-07-12,shopify,2024,28
SH015741,FASH-2672,Jeans,FASH,cwashington@example.net,266.73,3,2024-10-24,shopify,2024,43
SH015742,AUTO-9105,Cleaner,AUTO,megan94@example.org,17.61,1,2024-07-30,shopify,2024,30
SH015743,ELEC-6541,Tablet,ELEC,raymondmorgan@example.net,17.74,3,2024-11-06,shopify,2024,45
SH015744,AUTO-5576,Car Charger,AUTO,aliciabarnett@example.org,211.86,1,2024-06-11,shopify,2024,23
SH015745,FASH-9847,Jacket,FASH,gilbertwilliam@example.org,143.97,3,2024-12-04,shopify,2024,48
SH015746,ELEC-9154,Monitor,ELEC,xsimmons@example.org,267.40,2,2024-01-25,shopify,2024,4
SH015747,AUTO-2264,Car Charger,AUTO,ryanortiz@example.com,195.73,1,2024-11-15,shopify,2024,46
SH015748,ELEC-3642,Headphones,ELEC,lisahuang@example.com,55.24,2,2024-02-09,shopify,2024,6
SH015749,SPRT-5845,Running Shoes,SPRT,owright@example.net,294.98,3,2024-05-07,shopify,2024,19
SH015750,SPRT-2695,Running Shoes,SPRT,thomasharris@example.org,75.93,1,2024-12-20,shopify,2024,51
SH015751,FASH-1672,Jacket,FASH,emilydavis@example.org,261.81,2,2024-02-22,shopify,2024,8
SH015752,AUTO-2759,Phone Mount,AUTO,jeffrey41@example.org,234.11,2,2024-07-17,shopify,2024,29
SH015753,FASH-4439,Jacket,FASH,princejason@example.net,17.01,2,2024-08-17,shopify,2024,34
SH015754,ELEC-4680,Headphones,ELEC,wilsonjessica@example.net,194.36,2,2024-12-17,shopify,2024,50
SH015755,FASH-3716,T-Shirt,FASH,jonathanerickson@example.com,27.30,1,2024-08-25,shopify,2024,34
SH015756,AUTO-5974,Cleaner,AUTO,pdrake@example.org,163.77,2,2024-08-01,shopify,2024,30
SH015757,FASH-4086,T-Shirt,FASH,wallacebrett@example.com,287.55,3,2024-01-22,shopify,2024,3
SH015758,FASH-3306,Dress,FASH,achan@example.org,162.92,2,2024-11-20,shopify,2024,47
SH015759,HOME-8860,Pillow,HOME,jthomas@example.com,83.15,3,2024-09-13,shopify,2024,37
SH015760,BEAU-2976,Moisturizer,BEAU,stevenstevenson@example.org,23.50,2,2024-03-28,shopify,2024,13
SH015761,HOME-9575,Table,HOME,richardramirez@example.com,191.86,1,2024-05-22,shopify,2024,20
SH015762,SPRT-7511,Yoga Mat,SPRT,emilygardner@example.com,15.48,3,2024-05-21,shopify,2024,20
SH015763,TOYS-2178,RC Car,TOYS,morganbrooke@example.com,130.93,2,2024-10-12,shopify,2024,41
SH015764,BEAU-4807,Moisturizer,BEAU,charlesmontoya@example.org,72.78,3,2024-04-30,shopify,2024,17
SH015765,AUTO-2242,Phone Mount,AUTO,jennifer88@example.com,166.75,1,2024-03-14,shopify,2024,11
SH015766,SPRT-8870,Running Shoes,SPRT,hernandeztyler@example.net,129.37,2,2024-03-27,shopify,2024,13
SH015767,TOYS-3134,Action Figure,TOYS,hallchristopher@example.org,122.59,1,2024-04-25,shopify,2024,17
SH015768,FOOD-9669,Protein Bar,FOOD,christopheredwards@example.net,32.30,2,2024-06-15,shopify,2024,25
SH015769,HOME-6519,Chair,HOME,susankennedy@example.com,277.38,1,2024-01-05,shopify,2024,1
SH015770,SPRT-1785,Dumbbell,SPRT,michael69@example.org,185.19,1,2024-08-13,shopify,2024,33
SH015771,HOME-1231,Chair,HOME,jonesmiranda@example.org,196.47,1,2024-12-29,shopify,2024,52
SH015772,AUTO-6213,Car Charger,AUTO,jennifer07@example.org,251.94,2,2024-02-06,shopify,2024,6
SH015773,ELEC-3040,Tablet,ELEC,robinsonkaren@example.com,219.98,1,2024-12-22,shopify,2024,51
SH015774,HOME-4672,Pillow,HOME,alexis62@example.net,262.74,1,2024-09-13,shopify,2024,37
SH015775,FASH-1998,Jacket,FASH,ffinley@example.com,249.62,2,2024-07-24,shopify,2024,30
SH015776,HOME-8917,Chair,HOME,kevin10@example.com,141.27,1,2024-11-17,shopify,2024,46
SH015777,ELEC-8108,Monitor,ELEC,ytorres@example.com,275.55,1,2024-06-11,shopify,2024,23
SH015778,AUTO-6552,Phone Mount,AUTO,robertbryan@example.com,220.95,3,2024-04-24,shopify,2024,17
SH015779,AUTO-8814,Air Freshener,AUTO,moorekevin@example.com,159.70,1,2024-02-05,shopify,2024,5
SH015780,BEAU-5158,Shampoo,BEAU,phyllisblake@example.org,109.64,1,2024-04-23,shopify,2024,16
SH015781,FOOD-6400,Coffee Beans,FOOD,kevinbrown@example.net,132.55,1,2024-04-27,shopify,2024,17
SH015782,FASH-7504,Jacket,FASH,johnsonlori@example.net,176.43,2,2024-07-11,shopify,2024,28
SH015783,FOOD-7223,Tea,FOOD,timothy40@example.net,262.01,3,2024-05-24,shopify,2024,21
SH015784,SPRT-4261,Yoga Mat,SPRT,griffineric@example.com,263.61,1,2024-08-22,shopify,2024,34
SH015785,ELEC-5210,Headphones,ELEC,williamsdavid@example.net,199.78,3,2024-08-07,shopify,2024,31
SH015786,HOME-4867,Chair,HOME,daniel48@example.net,297.38,1,2024-08-18,shopify,2024,33
SH015787,TOYS-6939,Puzzle,TOYS,lesliegraham@example.org,20.27,2,2024-07-13,shopify,2024,28
SH015788,HOME-9541,Lamp,HOME,matthewlittle@example.com,120.20,3,2024-07-26,shopify,2024,30
SH015789,FASH-2576,Sneakers,FASH,qhughes@example.org,202.92,1,2024-03-08,shopify,2024,10
SH015790,ELEC-8855,Smartphone,ELEC,jacquelinesalazar@example.com,81.74,3,2024-09-01,shopify,2024,35
SH015791,AUTO-2563,Phone Mount,AUTO,ramirezjoseph@example.com,245.51,1,2024-08-21,shopify,2024,34
SH015792,FOOD-3516,Snacks,FOOD,guerrerorobert@example.org,216.96,2,2024-12-04,shopify,2024,49
SH015793,TOYS-7129,RC Car,TOYS,fhill@example.org,45.95,2,2024-06-03,shopify,2024,22
SH015794,ELEC-9132,Tablet,ELEC,natalie98@example.org,61.00,2,2024-07-14,shopify,2024,28
SH015795,HOME-7761,Curtains,HOME,colin84@example.com,223.08,2,2024-10-06,shopify,2024,41
SH015796,TOYS-4659,RC Car,TOYS,ryan92@example.net,36.43,2,2024-04-19,shopify,2024,16
SH015797,TOYS-1347,RC Car,TOYS,psmith@example.net,202.23,3,2024-03-08,shopify,2024,10
SH015798,ELEC-2948,Tablet,ELEC,carolynharding@example.com,34.63,3,2024-12-11,shopify,2024,50
SH015799,BEAU-8796,Moisturizer,BEAU,klindsey@example.net,58.68,2,2024-05-14,shopify,2024,19
SH015800,AUTO-2537,Phone Mount,AUTO,natalie97@example.com,107.33,2,2024-02-01,shopify,2024,5
SH015801,SPRT-8299,Running Shoes,SPRT,travisgarner@example.com,125.41,3,2024-11-04,shopify,2024,44
SH015802,ELEC-9080,Monitor,ELEC,bryantsteven@example.org,77.30,3,2024-01-05,shopify,2024,1
SH015803,HOME-3258,Lamp,HOME,phillip28@example.org,260.96,2,2024-07-13,shopify,2024,28
SH015804,SPRT-6125,Dumbbell,SPRT,lisa87@example.org,90.09,3,2024-02-18,shopify,2024,8
SH015805,BEAU-7508,Face Mask,BEAU,pauldavidson@example.net,195.78,2,2024-04-01,shopify,2024,13
SH015806,TOYS-9099,Board Game,TOYS,norriskatherine@example.net,171.97,1,2024-05-02,shopify,2024,18
SH015807,ELEC-8359,Laptop,ELEC,nmartinez@example.com,227.25,1,2024-08-30,shopify,2024,35
SH015808,FOOD-7157,Snacks,FOOD,deleonrebecca@example.org,39.58,2,2024-07-17,shopify,2024,29
SH015809,FASH-5436,Sneakers,FASH,wilsonbradley@example.net,158.91,3,2024-06-29,shopify,2024,27
SH015810,SPRT-6655,Yoga Mat,SPRT,csummers@example.com,114.83,3,2024-08-17,shopify,2024,33
SH015811,HOME-8052,Lamp,HOME,pbennett@example.net,219.01,3,2024-08-17,shopify,2024,33
SH015812,FASH-4998,Dress,FASH,jennifernguyen@example.com,275.27,1,2024-03-24,shopify,2024,12
SH015813,SPRT-5759,Yoga Mat,SPRT,clawson@example.com,29.38,3,2024-12-04,shopify,2024,48
SH015814,TOYS-3216,Puzzle,TOYS,gford@example.net,274.15,1,2024-03-14,shopify,2024,10
SH015815,FASH-9999,T-Shirt,FASH,omcdonald@example.com,247.77,3,2024-02-23,shopify,2024,8
SH015816,TOYS-9884,Action Figure,TOYS,colleen15@example.net,119.13,1,2024-07-19,shopify,2024,29
SH015817,HOME-8558,Chair,HOME,jessica76@example.net,260.86,3,2024-04-21,shopify,2024,16
SH015818,AUTO-2916,Air Freshener,AUTO,dawnschultz@example.org,125.83,2,2024-02-28,shopify,2024,9
SH015819,HOME-4663,Curtains,HOME,william90@example.com,159.83,1,2024-12-11,shopify,2024,49
SH015820,FOOD-8120,Protein Bar,FOOD,obarnes@example.net,161.18,2,2024-01-12,shopify,2024,2
SH015821,TOYS-5440,Action Figure,TOYS,jennifer51@example.com,135.68,2,2024-02-05,shopify,2024,6
SH015822,BEAU-3139,Perfume,BEAU,hayley14@example.org,53.61,1,2024-06-11,shopify,2024,23
SH015823,HOME-9133,Pillow,HOME,smithdavid@example.com,160.53,3,2024-02-22,shopify,2024,8
